text,group
"You can tell how important money is to them, what skills they might have and what some of their interests might be.",Unassigned
"personality, aptitudes, income/education",Unassigned
"Their interests, their talents, their skills",Unassigned
if they work well with lots of people they are social,Unassigned
"Intelligence, motivation, values, work ethic",Unassigned
What kind of interests they have,Unassigned
"Personality, type A or B",Unassigned
"Interests, knowledge",Unassigned
Educación,Unassigned
"interests, talents, intelligence level, etc.",Unassigned
"Character, likes, abilities…",Unassigned
"What kind of training or education they had, if they are more creative or more analytical, etc.",Unassigned
"Maybe you can know what they’re good at, I.e. an accountant is good at math.",Unassigned
You will understand how their personality is along with what their general interests are based on their job. The job helps one understand what they want to do at least for that time being.,Unassigned
Some of their interests,Unassigned
Leadership qualities,Unassigned
That they like having money,Unassigned
"The way perform their job - takes pride in what they do, do job the best of their ability, people and communication skills - honesty and integrity along with respect.  Let's know the character and drive a person may have no matter what type of job it is.",Unassigned
"Their standard of living, attitude",Unassigned
"Education level, how hard working they are, how dependable they are",Unassigned
Depends on the person!,Unassigned
Their likes & dislike. What motivates their actions. What they support & drive,Unassigned
"What class of family they are, work ethic, age, personal interests, gender",Unassigned
"If they are an aggressive worker who is overtly passionate, can show that same aggressiveness towards you or others.",Unassigned
what they are passionate about,Unassigned
"Potential interests, hobbies, skills.",Unassigned
"Maybe if they have a college education or not, if they work with a job that is their hobby. If they work outdoors maybe they like outdoor activities.",Unassigned
What their skill sets and approximate level of education are,Unassigned
educational level,Unassigned
"Often: Education level, attitudes toward society, ambition level",Unassigned
Where they live. Socioeconomic status.,Unassigned
"State of mind, mental fortitude, common sense, emotional scale, dissociative tendencies, communication skills",Unassigned
" Level of commitment. Dedication. Work ethic. Ability or lack there of to be a leader. Ability or lack there of to be a good communicator. Ability or lack there of of building a team.  Level of passion. Level of interest in public service or community involvement. And in some cases, intelligence.",Unassigned
"skills, interests, ambition, education, opportunities",Unassigned
Values and priorities,Unassigned
"Their skill sets/expertise_x000D_
Education level_x000D_
",Unassigned
"Their socio-economic status_x000D_
What they might be passionate about_x000D_
Possibly their education level",Unassigned
"Work habits, personailty",Unassigned
Their strengths and their weaknesses,Unassigned
"Level of experience in a field_x000D_
Indication of education and training_x000D_
Indication of how their mind works_x000D_
Indication of interests",Unassigned
