text,group
The money and enjoying what I love to do,Unassigned
The people i work with made good fiends,Unassigned
the routine,Unassigned
Some social interaction,Unassigned
the actual work that i do,Unassigned
I like that I'm helping provide solutions to make peoples' days easier.,Unassigned
"I would miss the lady I hel, I am proud to be able to help her in her home",Unassigned
having ambition and something to work towards,Unassigned
"If I had to stop working, it would make a huge difference of my life because I enjoy the work I do and the people I get to be in contact with.",Unassigned
Being around my co-workers and Money!!!,Unassigned
"I would never ""miss"" work. I dream of living a full life LIVING, and spending 60 hours a week behind a desk is NOT living.",Unassigned
being professional,Unassigned
Having money intake care of my family,Unassigned
not staying busy,Unassigned
My co-workers. I work with a really great group of people.,Unassigned
I make things that save people’s lives and that means a lot to me,Unassigned
The quality of my work and being able to take pride in it amd showing off for other people to see for years to come,Unassigned
Money.,Unassigned
Really don't think I would miss much most people do look forward to retirement I really do kind of think that's normal unless they don't have any kind of personal life or family life so that's different you'll see that people that don't have any family and stuff and don't know what to do with themselves will miss working,Unassigned
Being busy having busy days,Unassigned
i would meet the working with my coworkers,Unassigned
Connection to coworkers,Unassigned
Conversation with different people,Unassigned
GOING TO WORK,Unassigned
I'm not sure.,Unassigned
I would miss my income. Money and my freedom at work are the only reasons I stay.,Unassigned
Eating . I'm having hardest time buying groceries. If I didn't eat at work I wouldn't eat.,Unassigned
Having a goal each day,Unassigned
Being a mom,Unassigned
the guaranteed income,Unassigned
I would mis money the most Money gives me the most joy and satisfaction.,Unassigned
I will loss the stability because I have to start over with another iron job.,Unassigned
work gives people a purpose. If you don't have work or something positive in your life that you do you lose your purpose and are lost.,Unassigned
Not much. Maybe having lunch with co-workers,Unassigned
Miss the paycheck. Money to buy items to live comfortably live.,Unassigned
I would misa the people at work,Unassigned
Being around different people most of the time,Unassigned
friends and the work itself,Unassigned
My salary.,Unassigned
I would miss having a routine. I joy helping people in need with loans.,Unassigned
Going places being out and about,Unassigned
making connections with students,Unassigned
Abilities to communicate,Unassigned
I would miss being good at my job. I do my job well and it gives me a sense of pride because I do it the best I can and people notice most of the time.,Unassigned
I'd miss the money and people I work with. I love the people I work with,Unassigned
The team like feel of co workers,Unassigned
nothing working sucks,Unassigned
I would miss the satisfaction I get from making my clients life easier and more pleasant and fulfilling.,Unassigned
I would miss the children & seeing them be successful.,Unassigned
I would miss the gratification of completing my job and growing my skills.,Unassigned
Feeling that I have a purpose and have accomplished something.,Unassigned
the fun i have working and time with coworkers,Unassigned
I would miss my collegues,Unassigned
"Doing my job well to the Bedt of my ability, and my pay check for sure",Unassigned
Interactions of support staff,Unassigned
No real answer to why,Unassigned
The children I care for.,Unassigned
Being creative and having financial freedom,Unassigned
I need to earn and income for my family to survive,Unassigned
Income freedom,Unassigned
The sense of contributing to the world,Unassigned
The people I worked with.,Unassigned
The people I work with are a big part of my life,Unassigned
lnteraction w/colleagues and the public,Unassigned
I think the constant challenge of learning new things is something I would miss. Although I think there are plenty of ways for me to get this type of satisfaction from non-work activities.,Unassigned
I would miss feeling productive. I like seeing finished projects.,Unassigned
Earning an income for myself and my family,Unassigned
Co-workers and customer interaction,Unassigned
Talking to my customers and cutting their hair,Unassigned
Is miss nothing,Unassigned
Getting out of the house and structure,Unassigned
I would not miss a thing,Unassigned
my work staff or work environment,Unassigned
solving real-world problems,Unassigned
"Because of the kind of job I have, I'm continually learning new things in areas that I might not necessarily have sought out to learn about on my own, even though I'm very interested in lifelong learning.",Unassigned
The money for sure,Unassigned
The paycheck an the communion with everyone,Unassigned
Along with a friend co-workers,Unassigned
Structured schedule and a purpose,Unassigned
The comraderie and the drive.,Unassigned
Feeling good about accomplishing a task and being thanked.,Unassigned
The people´s conexion.,Unassigned
The skills that I have obtained and the money to live.,Unassigned
Responsibilities,Unassigned
The trucks,Unassigned
Feeling of a job well done,Unassigned
Getting money,Unassigned
"while I don't enjoy my work, I like the people and community I'm around",Unassigned
The paycheck and maybe feeling like I’ve achieved something.,Unassigned
Not a damn thing,Unassigned
"Being on the road, but if I had to stop working without pay, then I’d be a problem",Unassigned
my co workers and working and seeing people,Unassigned
I would miss most the relationships I have built,Unassigned
Building things with my hands.,Unassigned
interaction with others,Unassigned
The ability to pay my bills,Unassigned
My friends,Unassigned
The monthly paycheck,Unassigned
The money to survive,Unassigned
The ability to talk with associates and peers and help our customers and workers,Unassigned
I would miss seeing my co workers and my patients and the interactions with them,Unassigned
A sense of accomplishment.,Unassigned
Probably cool coworkers,Unassigned
"Not really sure, maybe money or direction.",Unassigned
I have to say my passengers.,Unassigned
The interaction with others,Unassigned
The patients and helping them,Unassigned
Talking to my coworkers,Unassigned
The cameraderie with my coworkers and the satisfaction of a hard day's work.,Unassigned
"coworkers, working with people",Unassigned
My money what the f*** you mean,Unassigned
I work with people so I see all different types of people all day everyday and I think I'd miss interacting with them the most,Unassigned
Seeing some of the people I am working with or around and talking about different things.,Unassigned
"if stopping working meant losing income/ability to survive financially, then i would miss the financial resources. If stopping working included having some other type of living wage/financial support then I would not miss anything about ""work"". I receive no particular joy or satisfaction from work,",Unassigned
Getting payed,Unassigned
The company I work for and my salary,Unassigned
I don't like feeling useless,Unassigned
Not really sure where to begin.,Unassigned
I'd miss the money and nothing else. And I'd miss the money because without it I'd be homeless and starving,Unassigned
Get out of the house,Unassigned
The sense of purpose and of working through how to complete a project or task,Unassigned
My job because the work is so easy,Unassigned
I’m just trying my luck with my,Unassigned
"Friends, and fun at work, get together soon.",Unassigned
Socializing with people,Unassigned
The pay check,Unassigned
the people I worked with,Unassigned
feeling of accomplishment and independence,Unassigned
the ones i work with for so many years,Unassigned
I get work at my own place,Unassigned
"Being active, clear head",Unassigned
Restoring things,Unassigned
Obviously the INCOME would be what I'd miss the most followed by the daily interactions with my customers,Unassigned
My battle budies.,Unassigned
"I feel I'm doing a service. So that would come to an end, and I would miss not being able to do it.",Unassigned
I would miss being able to provide a comfortable life for my family and I,Unassigned
Just going to work everyday,Unassigned
If I stopped working I'd miss the people I worked with most,Unassigned
The clear results that come from my work.,Unassigned
meeting wonderful souls each day,Unassigned
Being able to have a roof and food,Unassigned
My co worker,Unassigned
"I think I would miss the vibes, even though I am drained. Its a memory.",Unassigned
MY LIL ELDERLY CLIENTS,Unassigned
Driving,Unassigned
"I would miss knowing that i am doing what i need to do to get ahead, and feel guilty from for taking what others have worked for",Unassigned
Meeting people,Unassigned
"Wouldn't miss anything, been doing this long enough to be tired of it",Unassigned
Getting up getting ready and getting my job done well,Unassigned
I'd miss a roof over my head. The most joy in my work is making people happy and giving them good customer service.,Unassigned
MONEY,Unassigned
The routine of getting up and moving around,Unassigned
Doing what I like,Unassigned
"Happiness, learning new things andosing my source of money",Unassigned
Being in the social setting with other people,Unassigned
Interaction with coworkers.,Unassigned
The creative interest,Unassigned
Labor does not give me satisfaction.,Unassigned
social aspect of the job,Unassigned
Happiness and development in my field of work,Unassigned
The feeling of a job well done at the end of the day!,Unassigned
Being around other people that all have the same common goal. Doing something that occupies my time and gives me a sense of accomplishment.,Unassigned
"sometimes putting in a good days work , when you know somebody cares.",Unassigned
The friendships I've made at work.,Unassigned
"Connection with the people, not being able to help them",Unassigned
The feel of accomplishment. I was out of work for a good while recently and began to feel worthless. Working gives me a sense of usefulness and value.,Unassigned
Id miss the work crew the most and the time we have been around each other working,Unassigned
The creativity.,Unassigned
Happiness and the ability to bear the burdens of life,Unassigned
feeling lke i created something worthwhile,Unassigned
"I love solving technical problems, when things don't work as expected. I love teasing apart complex scenarios and figuring out routes forward. Hard to get regularly in non-work life.",Unassigned
working with my friends and coworkers,Unassigned
money to survive on,Unassigned
Just being active,Unassigned
Freedom and friends,Unassigned
Nothing. If I could afford to stop working I would with out any hesitation.,Unassigned
Just feeling like I have worth,Unassigned
The challenges,Unassigned
"Performing my duties and completing them, helping and assisting my peers",Unassigned
My coworkers socializing,Unassigned
Having money to pay bills and provide for my family.,Unassigned
The fun in doing my work,Unassigned
doing something special and imortant,Unassigned
Money and my passion,Unassigned
"Am I suddenly rich in this scenario? If not, probably the money.",Unassigned
co workers,Unassigned
I would miss the feeling of acomplishment at the end of the day,Unassigned
Money to pay my bills,Unassigned
The first thing that I would miss the most is my pay. And what gives me the most satisfaction is making an honest living and not doing anything illegal for money.,Unassigned
The comraderie,Unassigned
Comradory with my coworkers,Unassigned
i would miss the socialization,Unassigned
Effort and money,Unassigned
Alot of good times,Unassigned
Sense of purpose.,Unassigned
Being out of the house,Unassigned
I would say the payment,Unassigned
Security of being by myself i dont have to be with someone who abuses me or doesnt love me to live,Unassigned
Being the one who is responsible for my clients Le in such a way that's very important to me,Unassigned
Having routine and structure,Unassigned
"Nice coworkers, flexibility, challenging but not stressful.",Unassigned
Helping patients,Unassigned
My residents and coworkers,Unassigned
To what I loved and needed for myself,Unassigned
I would miss the money,Unassigned
Having control of my own schedule.,Unassigned
I would miss the building and the store trips.,Unassigned
I love my job no matter what my job is. Though I love my gamy foremost. My family comes first without a doubt.,Unassigned
The routine,Unassigned
If I stop working I will miss the way I pay my bills so I can maintain my living situation,Unassigned
Doing something I love,Unassigned
Being around people.,Unassigned
Being able to know that I made a small difference by being able to socialize with the people around me that are also having problems that cannot talk to someone that can relate.,Unassigned
going on vacation,Unassigned
doing things,Unassigned
Being able to use my brain very analytically.,Unassigned
The socialization and having a routine,Unassigned
Growing the career itself. I like proving myself,Unassigned
peer interaction,Unassigned
Hospital staff being grateful for the work I do.,Unassigned
something to do everyday,Unassigned
Seeing others succeed in their goal.,Unassigned
Laughing,Unassigned
Satisfied,Unassigned
My amazing and strong breast cancer patients.,Unassigned
the most satisfaction I receive from work is the routine of getting out my living space to do work and escape my mind,Unassigned
Leaving the house,Unassigned
Than my work be recognized with at least a word of thanks,Unassigned
The kids and my colleagues,Unassigned
I would be happy to live life with no schedule but at the same time worry a whole lot of having no income,Unassigned
